,FIC_801C_CV,FIC_802C_CV,PIT_806C,PIT_805,PIT_810,PIT_809C,FIT_801C_1,FIT_801C_2,FIT_801C_3,FIT_802C,PIT_808C,MB,dP,fluxo_teorico,PDI_806C
2024-04-22 10:00:00,36.0,80.0,1482.018,3987.155,29.49755,153.9034,72.29902,71.29277,51.5417976,56.1545448,1121.21069,80.94631026697289,2505.137,7.904935999999999,232.5479
2024-04-22 10:10:00,36.0,80.0,1481.068,3983.618,28.90925,153.5161,72.24615,70.7780762,52.782856,56.0432053,1121.57458,80.90499004219177,2502.55,7.8555359999999945,230.5325
2024-04-22 10:20:00,36.0,80.0,1480.197,3971.598,28.51717,155.314,72.27108,70.16066,52.6618767,56.1856461,1120.33911,80.72742466965214,2491.401,7.810243999999991,231.0978
2024-04-22 10:30:00,36.0,80.0,1477.695,3962.021,28.05787,154.0069,72.4978256,70.1898,52.6207047,55.9903946,1118.98389,80.61409315387691,2484.326,7.6801399999999935,231.1931
2024-04-22 10:40:00,36.0,80.0,1478.0,3971.303,23.04502,151.3744,72.57695,70.33043,51.7124939,55.6311874,1118.50256,80.75719999791116,2493.303,7.6959999999999935,230.7094
2024-04-22 10:50:00,36.0,80.0,1476.836,3968.066,16.04025,151.1584,72.40376,70.15324,52.29556,56.06905,1115.983,80.72392120355147,2491.2299999999996,7.635471999999994,235.277
2024-04-22 11:00:00,36.0,80.0,1482.092,3971.508,14.09202,151.0212,72.92062,70.422,51.8097076,54.39105,1124.31372,80.69624708312351,2489.4159999999997,7.908784000000002,234.6527
2024-04-22 11:10:00,36.0,80.0,1478.184,3957.117,14.17836,154.0181,72.58159,70.2851639,52.3105774,54.3467751,1120.87378,80.52815963589804,2478.933,7.7055679999999915,233.7198
2024-04-22 11:20:00,36.0,80.0,1477.372,3954.554,14.91627,152.3805,72.52247,69.96924,52.5402374,53.9101257,1119.17529,80.5000125624266,2477.182,7.663344000000001,233.0148
2024-04-22 11:30:00,36.0,80.0,1477.806,3948.742,14.89207,153.1364,72.51088,69.6821442,52.32406,55.04786,1121.01965,80.4003119560943,2470.936,7.6859119999999965,230.4928
2024-04-22 11:40:00,36.0,80.0,1475.903,3944.721,15.18738,153.8986,72.14229,70.03003,52.4025421,55.5304565,1118.76636,80.36599446229008,2468.818,7.586956000000002,232.668
2024-04-22 11:50:00,36.0,80.0,1475.903,3943.49,15.46402,152.9341,72.35845,70.0592651,52.57501,56.2601624,1119.14832,80.34630240335056,2467.5869999999995,7.586956000000002,229.5919
2024-04-22 12:00:00,36.0,80.0,1472.952,3939.726,15.60585,152.8109,72.2942047,69.8605,52.67309,56.76183,1116.42664,80.33259929022209,2466.7740000000003,7.433504000000001,233.2027
2024-04-22 12:10:00,36.0,80.0,1474.247,3939.554,15.85307,153.1665,72.05642,69.94166,52.55712,56.3736725,1117.48267,80.30942695869682,2465.307,7.500844000000001,231.7523
2024-04-22 12:20:00,36.0,80.0,1475.986,3938.659,15.95274,152.8532,72.37787,69.81748,52.5793762,56.06742,1119.266,80.26766732970215,2462.673,7.5912720000000045,230.1207
2024-04-22 12:30:00,36.0,80.0,1475.768,3936.357,15.946,151.7764,72.28502,69.7145844,52.8514824,55.637043,1116.70227,80.2342363524919,2460.589,7.579935999999999,233.2894
2024-04-22 12:40:00,36.0,80.0,1478.939,3949.297,16.06731,149.2805,72.7044,69.62355,52.8414726,54.92287,1119.43787,80.39133661742737,2470.358,7.744828000000001,230.7239
2024-04-22 12:50:00,36.0,80.0,1477.695,3932.638,16.07746,150.9385,72.45941,69.82377,52.5042343,54.1895,1118.60413,80.14419406005211,2454.943,7.6801399999999935,233.7582
2024-04-22 13:00:00,36.0,80.0,1480.3,3931.997,16.35445,149.4783,72.72245,69.2891541,53.22305,56.1308556,1121.362,80.09273963069344,2451.697,7.815599999999992,228.678
2024-04-22 13:10:00,36.0,80.0,1480.56,3949.383,16.85293,147.046,72.6325455,69.54434,54.1138,58.22887,1120.27844,80.36717011174937,2468.823,7.829119999999997,235.3361
2024-04-22 13:20:00,36.0,80.0,1476.451,3925.593,17.34441,151.7875,72.31923,70.1537552,53.83324,58.94187,1119.17249,80.05081279174745,2449.142,7.615451999999994,229.4792
2024-04-22 13:30:00,36.0,80.0,1486.09,3963.914,17.93768,149.8501,72.98021,71.04191,54.4288063,59.3619728,1124.75952,80.51230409068872,2477.8240000000005,8.116679999999992,232.8984
2024-04-22 13:40:00,36.0,80.0,1489.401,3971.011,18.37601,152.9695,72.92975,70.87501,54.66488,59.3495522,1127.12207,80.57350211524239,2481.6099999999997,8.288852000000004,236.1081
2024-04-22 13:50:00,36.0,80.0,1487.425,3962.913,18.99819,153.4782,72.64074,69.69565,54.3989754,58.1755638,1126.64917,80.47531224140836,2475.4880000000003,8.186099999999996,234.5637
2024-04-22 14:00:00,36.0,80.0,1489.034,3976.83,19.42293,151.3217,72.82708,69.72713,54.7572136,57.4858475,1126.80786,80.67204929183059,2487.796,8.269768000000006,235.134
2024-04-22 14:10:00,36.0,80.0,1488.827,3980.939,19.93087,152.216,72.90709,69.94359,54.87116,56.5809746,1126.08167,80.74074903247093,2492.112,8.259004,237.7324
2024-04-22 14:20:00,36.0,80.0,1486.293,3962.69,20.43781,154.5586,72.7223053,69.75691,54.5193138,56.6103745,1124.469,80.48956518573632,2476.397,8.12723599999999,234.2885
2024-04-22 14:30:00,36.0,80.0,1485.781,3959.336,20.84467,154.2861,72.6795959,69.7399445,54.51258,56.83675,1125.66223,80.44404533715813,2473.555,8.100611999999991,236.1093
2024-04-22 14:40:00,36.0,80.0,1485.415,3959.858,21.35758,153.6426,72.72847,69.98852,54.52358,56.1019,1124.40344,80.45814765722434,2474.443,8.08157999999999,236.8937
2024-04-22 14:50:00,36.0,80.0,1484.788,3970.5,21.9236,150.8273,73.0215759,70.23848,54.7908554,56.3674431,1122.29578,80.63784504194679,2485.712,8.048975999999996,238.6753
2024-04-22 15:00:00,36.0,80.0,1485.045,3959.696,22.34507,153.0137,72.95947,69.56994,54.64809,56.1520462,1122.75549,80.4613839224306,2474.651,8.062339999999999,233.463
2024-04-22 15:10:00,36.0,80.0,1482.488,3951.382,22.78008,153.1288,72.73964,69.2270355,54.425724,56.46137,1121.0022,80.36875928053473,2468.8940000000002,7.929375999999998,232.6572
2024-04-22 15:20:00,36.0,80.0,1485.549,3966.217,23.17505,150.5162,73.08529,69.83766,54.50262,56.30006,1124.72925,80.55757239212025,2480.668,8.088547999999994,233.1821
2024-04-22 15:30:00,36.0,80.0,1483.228,3957.831,23.85128,152.6573,72.7784,69.9079,54.5262642,55.6671028,1121.75208,80.46019108448989,2474.603,7.967856000000001,237.0793
2024-04-22 15:40:00,36.0,80.0,1484.489,3950.573,24.12626,151.2221,72.8686,70.0650558,54.5745964,55.53496,1122.95764,80.32427630907017,2466.084,8.033427999999994,234.5921
2024-04-22 15:50:00,36.0,80.0,1485.489,3947.994,24.59003,152.1925,72.79641,69.9295959,54.5078773,55.995903,1122.67212,80.26722132964697,2462.505,8.085428000000002,237.1158
2024-04-22 16:00:00,36.0,80.0,1482.022,3937.237,24.86556,152.0227,72.54049,70.16703,54.35444,56.27253,1120.42249,80.14958257438423,2455.215,7.905143999999992,235.2415
2024-04-22 16:10:00,36.0,80.0,1490.34,3954.952,25.18297,150.6285,73.00706,70.79377,54.71477,55.6560059,1127.14526,80.30209797707614,2464.612,8.337679999999994,234.4922
2024-04-22 16:20:00,36.0,80.0,1495.227,3961.756,25.73346,156.4074,73.14401,70.76342,54.674408,56.406765,1130.53357,80.3339267318634,2466.5289999999995,8.591803999999998,235.5906
2024-04-22 16:30:00,36.0,80.0,1495.918,3979.267,25.96197,151.6467,73.4755249,70.29962,54.87191,57.06505,1129.52234,80.60276118935121,2483.349,8.627735999999986,240.0781
2024-04-22 16:40:00,36.0,80.0,1493.544,3957.802,26.50516,156.1738,73.41897,70.5849,54.3255234,56.81601,1129.27393,80.29718761417139,2464.258,8.504288000000004,235.6665
2024-04-22 16:50:00,36.0,80.0,1494.455,3973.811,26.64068,150.9114,73.42635,70.857254,54.711525,56.7874336,1127.61633,80.53871581616936,2479.356,8.551659999999995,236.833
2024-04-22 17:00:00,36.0,80.0,1492.37,3966.689,27.06919,151.1985,73.14445,70.6018,54.66875,57.029953,1126.451,80.45779743771244,2474.319,8.443239999999989,239.7335
2024-04-22 17:10:00,36.0,80.0,1488.664,3947.406,27.30956,153.5211,72.93648,70.31679,54.228447,56.98463,1124.18,80.20769433859981,2458.742,8.250527999999996,236.129
2024-04-22 17:20:00,36.0,80.0,1491.856,3963.667,27.3151,149.1234,73.33204,70.71606,54.46977,57.24681,1125.35352,80.41759999719102,2471.8109999999997,8.416511999999994,231.9449
2024-04-22 17:30:00,36.0,80.0,1488.01,3955.984,27.42182,149.0961,73.13766,70.36025,54.40551,57.40329,1122.40466,80.3553435687358,2467.974,8.21652,233.483
2024-04-22 17:40:00,36.0,80.0,1484.226,3930.976,27.3307,153.2975,72.8134842,70.0399246,53.9328079,57.35624,1120.06531,80.01425293899248,2446.75,8.019752000000004,233.4171
2024-04-22 17:50:00,36.0,80.0,1484.459,3945.945,27.47873,148.4833,72.66735,70.19091,54.2474251,57.8372459,1118.31616,80.25065912946484,2461.486,8.031867999999998,238.8128
2024-04-22 18:00:00,36.0,80.0,1442.249,3775.204,27.54348,137.5746,71.35917,68.7854156,52.88416,56.67912,1087.96619,78.15520346594909,2332.955,5.836947999999995,225.1324
2024-04-22 18:10:00,36.0,80.0,1464.229,3870.692,27.48723,148.0851,71.79006,69.6227,53.03937,57.6602135,1105.24731,79.35974178494907,2406.4629999999997,6.979908000000001,232.6519
2024-04-22 18:20:00,36.0,80.0,1465.433,3884.252,27.47488,142.5071,72.4244156,69.988884,53.44851,57.5347633,1105.32813,79.55985294972989,2418.819,7.042515999999996,232.9062
2024-04-22 18:30:00,36.0,80.0,1463.427,3880.269,27.4365,144.3444,71.95272,69.68304,53.3661346,57.1825676,1102.29626,79.52742689008657,2416.8419999999996,6.938203999999991,234.904
2024-04-22 18:40:00,36.0,80.0,1455.969,3852.342,27.47384,145.1353,71.59081,69.4523849,52.87665,57.7710266,1097.27271,79.19417636704104,2396.373,6.550387999999995,232.7979
2024-04-22 18:50:00,36.0,80.0,1459.901,3871.731,27.4677,140.4575,72.12045,69.78611,53.22113,57.6182022,1099.77063,79.44554101730472,2411.83,6.754851999999995,232.1178
2024-04-22 19:00:00,36.0,80.0,1451.415,3840.12,27.48245,143.7955,71.53675,68.98669,52.6679764,57.12394,1094.04187,79.06854433562201,2388.705,6.313579999999991,229.5044
2024-04-22 19:10:00,36.0,80.0,1454.3,3838.608,27.53992,143.9683,71.6101761,69.34832,52.5828819,56.7577477,1097.14661,78.99777631077193,2384.308,6.4635999999999925,228.6993
2024-04-22 19:20:00,36.0,80.0,1455.183,3851.795,27.63827,140.3947,71.67772,69.56901,52.8663368,56.872303,1097.08936,79.1978607104174,2396.612,6.5095160000000005,231.9595
2024-04-22 19:30:00,36.0,80.0,1453.106,3853.416,27.50065,138.769,71.634285,69.42482,52.7514038,56.9267845,1093.58679,79.25732638500398,2400.3100000000004,6.401511999999997,235.2131
2024-04-22 19:40:00,36.0,80.0,1451.941,3844.486,27.59109,139.3481,71.7994,69.5872,52.7554054,56.5806732,1094.33679,79.13105095158012,2392.545,6.340932,230.131
2024-04-22 19:50:00,36.0,80.0,1449.393,3841.468,27.6585,140.6219,71.59578,69.57074,52.6550636,57.29595,1091.30212,79.12279041884139,2392.075,6.208436,235.3707
2024-04-22 20:00:00,36.0,80.0,1449.901,3838.009,27.53161,140.7124,71.3800354,69.33874,52.3877068,57.2996635,1091.492,79.05846808210511,2388.108,6.234851999999997,234.684
2024-04-22 20:10:00,36.0,80.0,1445.29,3825.867,27.58391,141.5768,71.40032,69.1876,52.2478867,57.23711,1087.48254,78.93483516604297,2380.577,5.995079999999994,232.6897
2024-04-22 20:20:00,36.0,80.0,1445.845,3822.55,27.63281,140.4324,71.25468,69.0860748,52.3989258,56.94852,1089.209,78.87192346621669,2376.705,6.023940000000001,232.565
2024-04-22 20:30:00,36.0,80.0,1446.684,3824.38,27.69788,140.7893,71.1466751,68.973526,52.2912521,57.03338,1089.72449,78.88827379768158,2377.696,6.067567999999993,232.7884
2024-04-22 20:40:00,36.0,80.0,1444.802,3814.041,27.58924,140.0667,71.22699,69.15261,52.12917,56.9175148,1089.03857,78.74995307199436,2369.2390000000005,5.969703999999995,231.0648
2024-04-22 20:50:00,36.0,80.0,1448.889,3826.47,27.56892,140.2092,71.4480057,68.8609,52.2285233,56.9741936,1092.07349,78.88694963656188,2377.581,6.182227999999994,230.878
2024-04-22 21:00:00,36.0,80.0,1465.964,3877.097,27.64286,144.6236,72.1290054,69.71916,52.8797379,57.62203,1104.40649,79.43574397528255,2411.1330000000003,7.070127999999994,231.3603
2024-04-22 21:10:00,36.0,80.0,1463.14,3881.387,27.68259,144.523,71.69594,69.5270157,52.7606964,57.3328857,1100.83118,79.55005701634659,2418.2470000000003,6.923280000000002,235.685
2024-04-22 21:20:00,36.0,80.0,1460.596,3875.93,27.73112,143.5103,71.58638,69.780304,52.6525269,57.3580933,1097.87366,79.50236785411032,2415.334,6.790991999999995,236.5273
2024-04-22 21:30:00,36.0,80.0,1458.66,3868.807,27.77039,143.6251,71.61925,69.5000458,52.5260963,58.0286026,1094.471,79.4180112786543,2410.147,6.69032,234.1784
2024-04-22 21:40:00,36.0,80.0,1454.908,3864.208,27.79987,142.8061,71.53194,69.01298,52.369236,57.9517555,1091.35156,79.40338967406588,2409.3,6.495215999999988,236.032
2024-04-22 21:50:00,36.0,80.0,1453.054,3853.446,27.58469,142.7765,71.45959,69.32712,52.375042,57.8288422,1091.10388,79.2586430585729,2400.392,6.398807999999998,234.9251
2024-04-22 22:00:00,36.0,80.0,1452.237,3855.702,27.51115,142.0853,71.27309,69.3449554,52.5068779,57.67036,1089.75574,79.30824882875179,2403.465,6.356323999999999,235.1477
2024-04-22 22:10:00,36.0,80.0,1452.021,3855.284,27.65082,141.7047,71.32967,69.4547348,52.31097,57.9501534,1089.10046,79.30492289546284,2403.263,6.3450919999999895,232.7166
2024-04-22 22:20:00,36.0,80.0,1450.907,3850.711,27.72155,140.8576,71.3371,69.03646,52.352005,57.58552,1087.94043,79.24858258299764,2399.804,6.2871639999999935,233.5405
2024-04-22 22:30:00,36.0,80.0,1444.91,3827.284,27.66519,139.6893,70.98439,69.17519,52.1321945,57.74242,1083.93457,78.96398595454595,2382.374,5.9753200000000035,231.5065
2024-04-22 22:40:00,36.0,80.0,1455.892,3867.359,27.73257,144.416,71.364296,69.69247,52.5545235,57.110836,1091.96021,79.43869234537135,2411.4669999999996,6.546383999999999,236.1564
2024-04-22 22:50:00,36.0,80.0,1459.851,3876.397,27.77613,143.8908,71.5129852,69.5411148,52.6627655,57.294117,1095.65967,79.52177512414502,2416.546,6.752252000000001,235.5973
2024-04-22 23:00:00,36.0,80.0,1458.729,3875.539,27.8083,143.647,71.5400848,69.83683,52.7087364,57.66173,1094.13586,79.52576877347825,2416.8100000000004,6.693908000000003,236.4909
2024-04-22 23:10:00,36.0,80.0,1460.32,3870.789,27.75677,143.0036,71.62407,69.43563,52.44053,57.5552025,1095.57251,79.42362601717471,2410.469,6.7766399999999924,236.3849
2024-04-22 23:20:00,36.0,80.0,1456.696,3865.771,27.87,143.2156,71.4130859,69.65805,52.42436,57.8341827,1091.61462,79.40018458655499,2409.0750000000003,6.588191999999996,235.7336
2024-04-22 23:30:00,36.0,80.0,1458.082,3865.757,27.73855,142.5372,71.54552,70.10624,52.3721733,57.4052544,1094.04858,79.37786203902488,2407.675,6.6602640000000015,233.3229
2024-04-22 23:40:00,36.0,80.0,1454.2,3856.067,27.81383,141.7288,71.47748,69.78742,52.36051,57.0880547,1090.53369,79.28283390802967,2401.867,6.458399999999996,235.7479
2024-04-22 23:50:00,36.0,80.0,1455.313,3857.111,27.70464,141.6182,71.51219,69.14127,52.5896263,56.62597,1091.7771,79.28198842792256,2401.798,6.516276000000003,237.5997
2024-04-23 00:00:00,36.0,80.0,1454.149,3851.009,27.84138,141.5119,71.3396149,69.46683,52.3697624,57.05591,1089.7052,79.2016299562344,2396.86,6.4557479999999945,236.9767
2024-04-23 00:10:00,36.0,80.0,1453.913,3853.264,27.85347,140.5958,71.15999,69.3629761,52.377346,57.1806374,1090.76831,79.24197505260302,2399.351,6.443475999999997,234.1845
2024-04-23 00:20:00,36.0,80.0,1454.282,3852.115,27.91146,140.8576,71.27214,69.23134,52.2947769,56.6537666,1090.63147,79.21744667938788,2397.8329999999996,6.462663999999991,233.8333
2024-04-23 00:30:00,36.0,80.0,1453.457,3849.886,27.75325,140.7505,71.0789642,69.05972,52.3294449,56.74614,1090.61975,79.19446708170825,2396.429,6.419763999999999,236.1876
2024-04-23 00:40:00,36.0,80.0,1452.752,3847.464,27.69663,140.7787,71.20553,69.47731,52.2973137,57.1184158,1088.918,79.16643031873086,2394.712,6.3831039999999915,236.1028
2024-04-23 00:50:00,36.0,80.0,1451.392,3843.688,27.57428,140.9553,71.17501,69.48364,52.31697,57.0265732,1087.644,79.12687226709508,2392.2960000000003,6.312384,237.0483
2024-04-23 01:00:00,36.0,80.0,1450.605,3844.962,27.87432,140.2324,71.13064,69.04452,52.3032722,56.3135338,1088.71851,79.1601394453478,2394.357,6.271459999999997,235.823
2024-04-23 01:10:00,36.0,80.0,1449.326,3836.318,27.84913,139.8666,71.23713,69.0228,52.29559,56.95112,1087.23474,79.04018623361658,2386.992,6.204951999999993,235.2763
2024-04-23 01:20:00,36.0,80.0,1463.119,3884.248,27.75771,144.0454,71.48399,69.52534,52.8038177,57.1837425,1096.61548,79.59659534563123,2421.129,6.922187999999988,240.0474
2024-04-23 01:30:00,36.0,80.0,1463.152,3879.785,27.8079,142.7436,71.63874,69.01447,52.7716,57.5494461,1098.2782,79.52398286707802,2416.633,6.923903999999997,235.671
2024-04-23 01:40:00,36.0,80.0,1459.236,3868.712,27.73924,142.2117,71.40089,68.96741,52.6706467,56.9069023,1093.78247,79.40729393837059,2409.4759999999997,6.720272000000002,237.2896
2024-04-23 01:50:00,36.0,80.0,1459.308,3864.02,27.8067,141.7854,71.77888,69.36411,52.671833,57.6480026,1094.71973,79.33018154473427,2404.712,6.724015999999999,234.3623
2024-04-23 02:00:00,36.0,80.0,1458.545,3868.33,27.84725,142.0404,71.50677,69.4293442,52.4139061,56.80184,1094.22473,79.41212565338073,2409.785,6.684340000000005,235.1494
2024-04-23 02:10:00,36.0,80.0,1456.688,3861.705,27.84132,141.9332,71.36107,69.39648,52.46291,56.6166725,1092.63782,79.33448070581497,2405.017,6.5877760000000025,238.3588
2024-04-23 02:20:00,36.0,80.0,1457.128,3861.253,27.7294,141.3415,71.29661,69.1261,52.3351135,57.30661,1092.66772,79.320139271454,2404.125,6.610655999999995,236.1853
2024-04-23 02:30:00,36.0,80.0,1455.544,3860.513,27.87217,141.3962,71.26216,69.57432,52.1908875,56.7095451,1091.63086,79.3334233396081,2404.969,6.528288000000001,235.7871
2024-04-23 02:40:00,36.0,80.0,1453.602,3852.771,27.87292,140.9038,71.29085,69.62264,52.2171555,56.8407974,1089.50513,79.23894738296316,2399.169,6.4273039999999995,237.8768
2024-04-23 02:50:00,36.0,80.0,1453.173,3847.499,27.79686,139.8274,71.13522,69.42516,52.1037636,56.81162,1089.8252,79.16026872738698,2394.326,6.404995999999994,235.2958
2024-04-23 03:00:00,36.0,80.0,1451.974,3843.857,27.67256,140.25,71.0542145,69.18948,52.2081871,56.7150459,1088.436,79.12030900007238,2391.883,6.34264799999999,235.8184
2024-04-23 03:10:00,36.0,80.0,1452.67,3843.775,27.72232,139.9192,71.047966,68.9810638,51.9947853,57.0323143,1087.81067,79.10784517750693,2391.105,6.378839999999996,236.6527
2024-04-23 03:20:00,36.0,80.0,1450.223,3840.733,28.07401,139.1274,71.06735,69.02953,52.0456467,57.15582,1087.07483,79.09757635322065,2390.51,6.251595999999991,235.2669
2024-04-23 03:30:00,36.0,80.0,1450.453,3839.383,27.81057,139.5005,70.97625,69.4805145,52.0081749,57.2614746,1086.5636,79.07196280671529,2388.93,6.2635559999999915,236.1618
2024-04-23 03:40:00,36.0,80.0,1448.602,3832.905,27.89078,139.4472,71.03321,69.08984,51.92508,57.2970428,1085.57971,78.99628280835218,2384.303,6.167304000000005,233.8353
2024-04-23 03:50:00,36.0,80.0,1445.899,3833.282,28.00341,139.1741,70.90711,68.94646,51.8538857,56.8113251,1083.02234,79.0456943596299,2387.3830000000003,6.026747999999987,236.2748
2024-04-23 04:00:00,36.0,80.0,1447.323,3830.737,27.55863,139.2114,70.75411,69.10594,51.8734856,56.9312019,1084.4032,78.98150499967488,2383.4139999999998,6.100796000000002,236.7406
2024-04-23 04:10:00,36.0,80.0,1446.092,3819.418,27.88574,140.0731,70.6973,68.4938,51.9282761,56.77556,1084.5957,78.81692362978355,2373.326,6.036784000000004,234.628
2024-04-23 04:20:00,36.0,80.0,1445.641,3818.826,27.96155,141.1324,70.709465,69.0153656,51.6759834,56.6239128,1084.24,78.81451264925471,2373.185,6.013331999999997,233.7947
2024-04-23 04:30:00,36.0,80.0,1462.871,3872.063,27.91939,145.871,71.1436539,69.2119751,52.4723854,57.1494255,1096.10767,79.40358497483672,2409.192,6.909292000000005,235.9802
2024-04-23 04:40:00,36.0,80.0,1460.668,3871.165,27.9992,145.4919,70.8765,68.94124,52.5051765,57.2665939,1094.19214,79.4241638879181,2410.4970000000003,6.7947359999999914,238.8163
2024-04-23 04:50:00,36.0,80.0,1459.682,3860.236,27.76848,145.0673,71.23867,68.83596,52.2337074,56.89835,1094.4563,79.26289553272694,2400.554,6.743464000000002,235.726
2024-04-23 05:00:00,36.0,80.0,1458.123,3859.502,27.9904,144.9979,70.93327,68.96321,52.30538,56.9436,1092.83765,79.27588619172268,2401.379,6.662395999999995,239.3721
2024-04-23 05:10:00,36.0,80.0,1455.572,3854.235,27.78981,144.577,71.0367,68.64373,52.2717056,57.0124474,1090.22888,79.231225416184,2398.6630000000005,6.529743999999992,235.8436
2024-04-23 05:20:00,36.0,80.0,1455.246,3852.235,27.86713,144.1441,70.8489456,68.8466339,52.0228157,56.7617722,1089.64551,79.20399250605597,2396.989,6.5127920000000055,236.9692
2024-04-23 05:30:00,36.0,80.0,1455.351,3849.953,27.89519,144.3861,71.0146561,68.62124,52.0644226,56.5729,1089.57837,79.16528492561405,2394.602,6.518252000000002,236.761
2024-04-23 05:40:00,36.0,80.0,1451.719,3839.876,28.02579,142.9415,70.8603,68.5424042,51.9246979,56.69284,1088.5979,79.05971392885328,2388.157,6.3293880000000025,234.0214
2024-04-23 05:50:00,36.0,80.0,1453.246,3839.768,28.00971,142.8896,71.00621,68.85591,51.819603,56.4801369,1088.47339,79.03351574455924,2386.522,6.408791999999998,235.7668
2024-04-23 06:00:00,36.0,80.0,1442.332,3810.963,27.76264,140.4927,70.39982,68.5289841,51.5129547,56.51494,1081.97119,78.73941526856251,2368.6310000000003,5.841263999999998,235.7978
2024-04-23 06:10:00,36.0,80.0,1461.011,3864.865,28.00756,145.1795,71.30594,69.05871,52.0939255,56.8518448,1095.19165,79.31669965725145,2403.854,6.8125719999999905,238.0411
2024-04-23 06:20:00,36.0,80.0,1459.851,3862.578,27.77544,144.8155,71.1651154,68.93142,52.1194763,57.0093651,1093.89893,79.29815578348584,2402.727,6.752252000000001,237.5464
2024-04-23 06:30:00,36.0,80.0,1458.542,3860.421,27.75641,144.073,70.87422,68.81144,51.97181,56.1166763,1093.14441,79.28409277767001,2401.879,6.684183999999992,235.3492
2024-04-23 06:40:00,36.0,80.0,1457.387,3853.315,27.66435,143.8598,70.95254,69.44847,51.7381,55.600914,1092.27112,79.18730487390636,2395.928,6.624123999999994,236.7014
2024-04-23 06:50:00,36.0,80.0,1455.542,3850.182,27.91816,143.6054,71.08846,68.90634,51.80696,56.0851021,1091.04016,79.16594871952641,2394.64,6.528183999999995,235.2042
2024-04-23 07:00:00,36.0,80.0,1455.047,3847.152,27.95713,143.9792,70.7549744,68.82383,51.4435425,56.51953,1089.04016,79.12467207324856,2392.105,6.502444,237.35
2024-04-23 07:10:00,36.0,80.0,1449.83,3838.124,27.94046,143.2825,70.7545547,68.69178,50.72583,55.162365,1086.082,79.06147340322623,2388.294,6.231159999999989,233.9791
2024-04-23 07:20:00,36.0,80.0,1448.793,3834.909,27.84477,143.6174,70.48299,68.5171,51.0712776,56.5818024,1084.71423,79.02581280453363,2386.116,6.177235999999989,236.812
2024-04-23 07:30:00,36.0,80.0,1447.448,3833.525,27.81913,142.8001,70.57433,68.15436,50.8516464,57.5156937,1084.43188,79.0248457287279,2386.077,6.107296000000004,234.5553
2024-04-23 07:40:00,36.0,80.0,1446.853,3826.958,27.94592,143.1755,70.47118,68.08372,50.77709,57.8150063,1083.03223,78.92754032084783,2380.105,6.076356000000003,237.9419
2024-04-23 07:50:00,36.0,80.0,1445.902,3824.261,27.93054,142.4159,70.39716,68.2855,51.3744621,58.28219,1082.99866,78.89887642706412,2378.359,6.026904,235.1681
2024-04-23 08:00:00,36.0,80.0,1445.486,3823.651,27.84558,142.9243,70.2876358,68.60128,51.5145,58.15583,1082.93188,78.89561369957012,2378.165,6.005272000000006,234.2632
2024-04-23 08:10:00,36.0,80.0,1445.574,3824.442,27.81991,143.1531,70.26596,68.16929,51.44997,58.8811874,1081.57007,78.90708318105533,2378.868,6.009847999999999,236.6556
2024-04-23 08:20:00,36.0,80.0,1442.248,3815.036,27.95026,142.4742,69.99792,67.88598,51.4202042,57.6717529,1079.91516,78.80719380479215,2372.788,5.836895999999998,234.7846
2024-04-23 08:30:00,36.0,80.0,1443.612,3816.714,27.93441,142.0461,70.14287,68.0155,51.40584,57.5268478,1081.14551,78.8126532239365,2373.102,5.907824000000001,235.8653
2024-04-23 08:40:00,36.0,80.0,1443.355,3818.252,27.98034,142.4736,70.31521,68.1334,50.115036,56.7377129,1081.21545,78.84184557031341,2374.897,5.894459999999998,235.5773
2024-04-23 08:50:00,36.0,80.0,1443.478,3814.561,27.83702,137.0431,70.32244,68.07625,49.6367455,55.1988,1079.97192,78.77969988669527,2371.083,5.9008559999999965,233.977
2024-04-23 09:00:00,36.0,80.0,1443.131,3813.571,27.84597,126.4387,70.2987,68.005,49.728653,50.9275246,1079.836,78.7691262089769,2370.4399999999996,5.882812000000005,234.0926
2024-04-23 09:10:00,36.0,80.0,1442.785,3812.58,27.85492,115.8343,70.2749557,67.933754,49.8205643,46.6562538,1079.7002,78.75851874260383,2369.795,5.864820000000003,234.2082
2024-04-23 09:20:00,36.0,80.0,1442.438,3811.589,27.86387,105.23,70.25121,67.86251,49.91247,42.38498,1079.56433,78.74792591829998,2369.151,5.846776000000002,234.3238
2024-04-23 09:30:00,36.0,80.0,1442.092,3810.599,27.87282,94.62559,70.22747,67.79127,50.00438,38.11371,1079.42847,78.73733192535074,2368.507,5.828784,234.4394
2024-04-23 09:40:00,36.0,80.0,1441.745,3809.608,27.88177,84.02122,70.20373,67.7200241,50.0962868,33.8424339,1079.2926,78.72673626266209,2367.8630000000003,5.81073999999999,234.5549
2024-04-23 09:50:00,36.0,80.0,1441.399,3808.618,27.89071,73.41685,70.179985,67.64877,50.1881943,29.5711613,1079.15674,78.71613943039563,2367.219,5.792747999999988,234.6705
2024-04-23 10:00:00,36.0,80.0,1441.052,3807.627,27.89966,62.81249,70.15624,67.57753,50.2801056,25.2998886,1079.02087,78.70554092704954,2366.575,5.774703999999987,234.7861
2024-04-23 10:10:00,36.0,80.0,1440.705,3806.636,27.90861,52.20812,70.1325,67.50629,50.3720131,21.028616,1078.885,78.69494100247057,2365.931,5.756659999999996,234.9017
